Station,Date,Wind Spd (mph),Temp (°F),Daily Max Temp (°F),Max RH (%),Soil Moist (%),Soil Temp (°F)
Tahoe-7300 Sugar Pine Point,12/22/24,0.7,39.1,46,98,21.8,33.3
SOK-257 Reno Park,12/22/24,9.5,45.3,50.8,93,8.1,40.2
SMP8700-Firecamp,12/22/24,0.8,37.8,48.9,97,,
TAH5201-Fairway,12/22/24,2.1,39,45.6,97,,
TPZ1261 Cunningham,12/22/24,5.7,52.1,59.4,75,,
MUL1296-Sorensens,12/22/24,1.7,38.6,47,94,,
POR32 4th Avenue,12/22/24,1.2,41.8,52.7,100,23.8,40.6
GLS7600-Walden,12/21/24,3.3,41.7,46.3,93,30.8,32.5
TAH7300-DL Bliss,12/21/24,4.7,43.9,49.1,96,5,32.9
MUL1296-Woodfords,12/21/24,11.3,52.4,57.3,64,1.8,42
BKY4201-Summit,12/21/24,5.3,,,100,14,34.2
TPZ1261–Park Ranch,12/21/24,6.3,50.5,64.3,86,5.7,40.8
Meyers3400-Uplands,12/21/24,15.7,43.3,48.7,92,12.3,34.9
111Line-Columbine Trail,12/21/24,2.4,41.5,51.7,98,5.1,32.8
POR31-Iron Horse,12/21/24,2,40.6,51.2,98,33.9,33.7
619Line-Sierra Valley West,12/21/24,7.3,41.6,52.5,96,,58.9
SQV8200-Squaw Valley,12/21/24,9,43.2,48.8,95,22.9,32.5
CEM41-Garbage Pit Rd,12/21/24,11.5,45.6,54.5,89,4.9,39.6
CAL204-Dog Valley,12/21/24,6.5,45.9,56.9,79,8.1,38.5
TRK7203-Northstar Golf Course,12/21/24,9.3,42.4,51.2,97,34.2,33.8
Hobart Sub,12/21/24,2.8,38.3,49.8,99,15.5,34.7
SRB51-Smithneck Rd,12/21/24,8.4,46.4,54,83,32.2,41.2
TRK7202-Cabin Tree,12/21/24,5.5,42.2,49.4,96,16.1,33.5
Muller1296-Emigrant Trail,12/21/24,15.1,50.7,59.8,71,11.2,40.2
STL3101 Ledge Ct.,12/21/24,3.6,42.2,49,91,6.1,35.4
TAH7300-Homewood,12/21/24,3.6,41.8,50.5,98,6.2,34.1
7400-Glenshire,12/21/24,3.3,40.4,51.2,96,3.8,35.3
MEY3300-Grass Lake Road,12/21/24,4,42.3,51.7,97,11.5,32.5
WSH201-Floriston,12/21/24,6.8,43.2,55,89,13,37.5
Washoe204-Fariad,12/21/24,11.6,45.6,55.3,86,26.4,37.4
MEY3400-Camp Richardson,12/21/24,8,43.6,51.5,100,8.6,36.1
MEY3500-STPD Office,12/21/24,2.2,39.4,52.6,99,9.2,35.8
621Line-I-80 Gravel Pit,12/21/24,4.6,38.3,51.1,96,5.8,34
7201-Alpine Meadows,12/21/24,5,42.2,48,99,20.4,33.2
MUL1296-Markleeville,12/21/24,6.7,47,55.7,85,6.8,38.1
TPZ1261-Eastside Lane,12/21/24,12.8,54.3,60.8,55,6.1,46.8
MEY3300-Tolteca,12/21/24,5.3,44.4,49.9,88,,
TAH-5201 Lake Forest,12/21/24,2.3,40.1,48.7,94,19.5,33.4
Tahoe-7300 Sugar Pine Point,12/21/24,1.7,40.8,50,98,18.2,33.5
SOK-257 Reno Park,12/21/24,12.3,47.2,54.3,82,7.9,38.1
SMP8700-Firecamp,12/21/24,1.9,37.1,50.5,96,,
TAH5201-Fairway,12/21/24,3.9,40.7,49.1,95,,
TPZ1261 Cunningham,12/21/24,7.1,47.3,63.6,82,,
MUL1296-Sorensens,12/21/24,2.9,40.3,49.1,84,,
POR32 4th Avenue,12/21/24,2.4,39.4,51.8,97,23.5,36.9
GLS7600-Walden,12/20/24,0.8,46.8,51.7,50,26.7,32.5
TAH7300-DL Bliss,12/20/24,0.5,33.8,46,98,4.7,33
MUL1296-Woodfords,12/20/24,1,44,51.2,62,1.8,40.6
BKY4201-Summit,12/20/24,0.9,,,100,13,34.2
TPZ1261–Park Ranch,12/20/24,0.1,40,53.4,87,5.5,39.3
TPZ1261-Walker,12/20/24,2.3,43.6,52.8,63,9.8,42.4
Meyers3400-Uplands,12/20/24,3.2,34.4,49.6,97,10.7,35
111Line-Columbine Trail,12/20/24,0.1,29.2,35.6,98,5.2,32.8
POR31-Iron Horse,12/20/24,0.4,32.7,53.8,97,30.5,33.6
619Line-Sierra Valley West,12/20/24,1,29.3,36,97,,58.9
SQV8200-Squaw Valley,12/20/24,1.1,32.6,50.3,96,12.9,32.6
CEM41-Garbage Pit Rd,12/20/24,1.9,32.3,38.6,91,4.8,39.5
CAL204-Dog Valley,12/20/24,1.4,38.1,48.3,79,8,37.2
TRK7203-Northstar Golf Course,12/20/24,0.5,26.5,40.5,96,27.3,33.9
Hobart Sub,12/20/24,0.1,28.6,41.9,98,14.5,34.6
SRB51-Smithneck Rd,12/20/24,1.9,33.8,43.8,88,32.2,41.1
TRK7202-Cabin Tree,12/20/24,0.2,37.1,50.5,91,15,33.4
Muller1296-Emigrant Trail,12/20/24,2.4,39.9,49.3,76,10.8,36.4
STL3101 Ledge Ct.,12/20/24,0.5,33,45.6,98,4.4,34.7
TAH7300-Homewood,12/20/24,0.5,33.2,37.5,98,5.9,34.4
7400-Glenshire,12/20/24,0.4,28.6,41.1,95,3.3,35.4
MEY3300-Grass Lake Road,12/20/24,0.5,28.8,45.1,96,10.3,32.5
WSH201-Floriston,12/20/24,3.2,34.5,44.3,86,12.5,34.6
Washoe204-Fariad,12/20/24,4.1,37.3,46.6,85,26.1,35.7
MEY3400-Camp Richardson,12/20/24,0.8,31.6,34.9,100,8.1,36.2
MEY3500-STPD Office,12/20/24,0.4,29.9,34.7,99,9,35.7
621Line-I-80 Gravel Pit,12/20/24,0.6,27.4,39.6,95,4.8,34.1
7201-Alpine Meadows,12/20/24,0.9,33.8,53.8,98,20.4,33.2
MUL1296-Markleeville,12/20/24,0.5,37,61,89,7,36.4
TPZ1261-Eastside Lane,12/20/24,2.9,45.2,53.5,59,6.1,44.6
MEY3300-Tolteca,12/20/24,0.7,31,50.3,92,,
TAH-5201 Lake Forest,12/20/24,0.2,33.9,38.7,99,18.6,33.4
Tahoe-7300 Sugar Pine Point,12/20/24,0.3,32.6,37.6,98,15.7,33.5
SOK-257 Reno Park,12/20/24,2.5,38.4,48.3,82,7.8,36.3
SMP8700-Firecamp,12/20/24,0.2,28.5,41,95,,
TAH5201-Fairway,12/20/24,0.9,33.8,37.2,98,,
TPZ1261 Cunningham,12/20/24,2.3,37.8,51.8,86,,
MUL1296-Sorensens,12/20/24,1.6,32.6,54.6,83,,
POR32 4th Avenue,12/20/24,1.3,32.4,39.3,96,23.9,36.2
GLS7600-Walden,12/19/24,0.1,44.3,58.2,57,24.9,32.4
TAH7300-DL Bliss,12/19/24,0.2,29.6,33.9,98,4.7,33
MUL1296-Woodfords,12/19/24,1.6,42.7,53,59,1.8,40.1
BKY4201-Summit,12/19/24,0.8,,,100,12.8,34.1
TPZ1261–Park Ranch,12/19/24,0.9,39.5,55.9,86,5.4,39.7
TPZ1261-Walker,12/19/24,2.5,42,54.6,67,10,42.2
Meyers3400-Uplands,12/19/24,1.3,29.4,38.9,97,10.8,35
111Line-Columbine Trail,12/19/24,0,26.7,37.4,98,5.2,32.8
POR31-Iron Horse,12/19/24,0.7,32.8,52.3,98,30.8,33.5
619Line-Sierra Valley West,12/19/24,0.7,29.8,47,97,,58.9
SQV8200-Squaw Valley,12/19/24,0.5,27.1,42.9,94,11.2,32.4
CEM41-Garbage Pit Rd,12/19/24,2,34.6,48.2,93,4.8,40.4
CAL204-Dog Valley,12/19/24,1.9,36.1,54.8,80,8,37.2
TRK7203-Northstar Golf Course,12/19/24,0.1,21.7,45.6,97,28,34.2
Hobart Sub,12/19/24,0.1,26.3,54.1,98,14.5,34.5
SRB51-Smithneck Rd,12/19/24,2.8,36,48.5,92,32.3,41.1
TRK7202-Cabin Tree,12/19/24,0.6,32.8,48.6,92,15,33.4
Muller1296-Emigrant Trail,12/19/24,3,38.6,50.8,69,12,34.3
STL3101 Ledge Ct.,12/19/24,0.4,28.2,35.7,97,4.4,34.8
TAH7300-Homewood,12/19/24,1.2,31.4,35.2,98,5.8,34.3
7400-Glenshire,12/19/24,0.3,25.3,47.5,95,3.2,35.3
MEY3300-Grass Lake Road,12/19/24,0.3,24.4,42.8,98,10,32.4
WSH201-Floriston,12/19/24,2.2,32.3,48.9,89,12.6,34.8
Washoe204-Fariad,12/19/24,8.8,35.4,52.6,88,26.7,35.5
MEY3400-Camp Richardson,12/19/24,0.9,29.3,32.2,99,8.1,36.1
MEY3500-STPD Office,12/19/24,0.5,27.8,35.8,98,8.9,35.8
621Line-I-80 Gravel Pit,12/19/24,0.8,24.8,48.3,96,5.5,34.3
7201-Alpine Meadows,12/19/24,0.6,28.2,44.1,96,19.8,33.3
MUL1296-Markleeville,12/19/24,0.7,32.4,57.5,90,7.2,35.5
TPZ1261-Eastside Lane,12/19/24,3.2,45.4,55.1,54,6.2,45
MEY3300-Tolteca,12/19/24,0.3,26.6,40.1,93,,
TAH-5201 Lake Forest,12/19/24,0.2,32.3,36,100,16.5,33.3
Tahoe-7300 Sugar Pine Point,12/19/24,0.3,30.7,35.9,98,15.2,33.5
SOK-257 Reno Park,12/19/24,3,40.5,54.3,72,7.9,36.1
SMP8700-Firecamp,12/19/24,0.2,27.2,49.9,96,,
TAH5201-Fairway,12/19/24,1,32.2,35.4,98,,
TPZ1261 Cunningham,12/19/24,1.9,35.6,55.6,86,,
MUL1296-Sorensens,12/19/24,2.2,24.6,48.4,84,,
POR32 4th Avenue,12/19/24,1.5,32.2,50.5,98,24.5,36.8
GLS7600-Walden,12/18/24,0.1,41.7,53.1,72,24.2,32.3
TAH7300-DL Bliss,12/18/24,0.2,34,38.9,97,4.6,32.9
MUL1296-Woodfords,12/18/24,3.2,43,58,66,1.9,40
BKY4201-Summit,12/18/24,0.4,,,100,12.8,34.1
TPZ1261–Park Ranch,12/18/24,1.5,41.3,57.9,87,5.3,39.9
TPZ1261-Walker,12/18/24,3.4,42.7,55.4,71,10.1,42
Meyers3400-Uplands,12/18/24,2,35.4,40.8,97,10.8,35
111Line-Columbine Trail,12/18/24,0,30.3,41.3,97,5.2,32.7
POR31-Iron Horse,12/18/24,0.5,31.3,49.4,98,31.2,33.4
619Line-Sierra Valley West,12/18/24,1.5,28.8,42.7,98,,58.9
SQV8200-Squaw Valley,12/18/24,0.3,27.9,44.4,98,11.3,32.3
CEM41-Garbage Pit Rd,12/18/24,2.6,33.4,48.1,95,4.8,40.1
CAL204-Dog Valley,12/18/24,1.9,37,54,84,8,37.6
TRK7203-Northstar Golf Course,12/18/24,0.4,23.8,40.5,97,29.3,34.3
Hobart Sub,12/18/24,0.2,27.2,47.7,99,14.2,34.4
SRB51-Smithneck Rd,12/18/24,5,36.6,47.7,94,32.4,40.8
TRK7202-Cabin Tree,12/18/24,0.6,32.6,48.5,96,14.9,33.3
Muller1296-Emigrant Trail,12/18/24,4.6,40.8,52.6,84,16.5,36.4
STL3101 Ledge Ct.,12/18/24,0.4,33.3,37.3,95,4.6,35.1
TAH7300-Homewood,12/18/24,0.1,31.3,38.8,97,5.8,34.2
7400-Glenshire,12/18/24,0.4,26,44.2,96,3.2,35.1
MEY3300-Grass Lake Road,12/18/24,0.4,28.6,45.8,97,10.1,32.5
WSH201-Floriston,12/18/24,2.6,32,45.4,91,12.8,34.7
Washoe204-Fariad,12/18/24,9.4,35,48.1,89,27.7,35.8
MEY3400-Camp Richardson,12/18/24,0.9,30.3,39.4,98,8.1,36
MEY3500-STPD Office,12/18/24,0.2,27.3,41,96,8.9,36
621Line-I-80 Gravel Pit,12/18/24,1,26.5,42.6,97,5.3,34.4
7201-Alpine Meadows,12/18/24,0.3,29.7,47.2,98,18.5,33.4
MUL1296-Markleeville,12/18/24,0.6,32.4,57,94,7.5,35.5
TPZ1261-Eastside Lane,12/18/24,7,45.5,56.2,65,6.3,44.1
MEY3300-Tolteca,12/18/24,0.5,33.2,45.4,89,,
TAH-5201 Lake Forest,12/18/24,0.5,31.2,40,96,15.4,33.2
Tahoe-7300 Sugar Pine Point,12/18/24,0.3,30.8,38.6,95,14.9,33.4
SOK-257 Reno Park,12/18/24,4.3,40,53.2,80,8,35.8
SMP8700-Firecamp,12/18/24,0.2,28.2,45.4,96,,
TAH5201-Fairway,12/18/24,0.4,31.3,38.7,97,,
TPZ1261 Cunningham,12/18/24,2.7,37.7,57.2,87,,
MUL1296-Sorensens,12/18/24,2.2,24.5,44.4,91,,
POR32 4th Avenue,12/18/24,1,31.1,45.9,99,25.3,36.3
GLS7600-Walden,12/17/24,0.1,37,44.9,88,23.8,32.2
TAH7300-DL Bliss,12/17/24,0.8,37.9,44.9,86,4.6,32.8
MUL1296-Woodfords,12/17/24,2,42,51.4,67,1.9,39
BKY4201-Summit,12/17/24,0.3,,,100,12.7,34
TPZ1261–Park Ranch,12/17/24,4.1,45,57.8,79,5.2,39.3
TPZ1261-Walker,12/17/24,3.8,43,53.5,66,10.2,41.1
Meyers3400-Uplands,12/17/24,2.2,38.3,45.4,88,10.6,34.8
111Line-Columbine Trail,12/17/24,0.2,33.5,45.4,96,5,32.6
POR31-Iron Horse,12/17/24,0.6,33.9,50.5,99,32.4,33.4
619Line-Sierra Valley West,12/17/24,1.9,34,46.9,97,,58.9
SQV8200-Squaw Valley,12/17/24,0.7,31.1,44.1,98,11.3,32.2
CEM41-Garbage Pit Rd,12/17/24,3,37.4,50.2,92,4.8,39.6
CAL204-Dog Valley,12/17/24,2.4,40,53.8,85,8,37.7
TRK7203-Northstar Golf Course,12/17/24,1.2,30,45.1,98,31.8,34.2
Hobart Sub,12/17/24,0.1,32.3,48.7,100,13.5,34.3
SRB51-Smithneck Rd,12/17/24,4.3,38.3,50.3,91,32.6,39.8
TRK7202-Cabin Tree,12/17/24,0.6,33.4,47.9,97,15.1,33.1
Muller1296-Emigrant Trail,12/17/24,5.8,42.2,53.4,74,20.6,37.4
STL3101 Ledge Ct.,12/17/24,0.9,37,43.5,82,5.1,34.9
TAH7300-Homewood,12/17/24,0.2,33.8,44.6,97,5.8,34
7400-Glenshire,12/17/24,0.7,31,46.6,97,3.1,34.8
MEY3300-Grass Lake Road,12/17/24,0.8,32.6,47.2,96,10.3,32.4
WSH201-Floriston,12/17/24,1.4,35.2,46.3,93,13.5,35.3
Washoe204-Fariad,12/17/24,6.5,38.6,50.6,89,29.5,35.6
MEY3400-Camp Richardson,12/17/24,1.5,35.1,47.5,97,8,35.9
MEY3500-STPD Office,12/17/24,0.4,32.8,48.3,96,8.9,36.1
621Line-I-80 Gravel Pit,12/17/24,1.1,31.7,49.3,96,5.6,34.4
7201-Alpine Meadows,12/17/24,0.3,32.7,45.8,99,18.2,33.4
MUL1296-Markleeville,12/17/24,0.5,35.6,52.5,91,8.3,35.6
TPZ1261-Eastside Lane,12/17/24,8.1,44.4,53.8,61,6.4,42.1
MEY3300-Tolteca,12/17/24,1.2,36.7,46,82,,
TAH-5201 Lake Forest,12/17/24,0.5,32.9,43.9,97,15.2,33.1
Tahoe-7300 Sugar Pine Point,12/17/24,0.5,34.3,44.7,95,15.3,33.4
SOK-257 Reno Park,12/17/24,2.8,39.1,49.5,89,8.2,35.5
SMP8700-Firecamp,12/17/24,0.3,31.8,48.4,97,,
TAH5201-Fairway,12/17/24,0.5,32.9,42.9,96,,
TPZ1261 Cunningham,12/17/24,3.5,41.7,54.5,75,,
MUL1296-Sorensens,12/17/24,1.6,29.3,44.8,90,,
POR32 4th Avenue,12/17/24,1,34,50.8,99,26,36.1
GLS7600-Walden,12/16/24,2.9,33.4,38.2,98,19.8,32
TAH7300-DL Bliss,12/16/24,5.3,37.4,44,98,4.5,32.7
MUL1296-Woodfords,12/16/24,11.3,44.2,52,91,2.1,37.9
BKY4201-Summit,12/16/24,3,,33.7,100,12.7,33.9
TPZ1261–Park Ranch,12/16/24,7,43.9,59.7,82,5.1,36.6
TPZ1261-Walker,12/16/24,7.1,43,55.8,82,10.1,39.9
Meyers3400-Uplands,12/16/24,15.1,36.2,43.5,97,9.3,34.8
111Line-Columbine Trail,12/16/24,2.7,35.8,41.8,98,4.9,32.5
POR31-Iron Horse,12/16/24,1.4,33.5,39.3,98,32.6,33.1
619Line-Sierra Valley West,12/16/24,9.2,36.2,44.8,97,,58.9
SQV8200-Squaw Valley,12/16/24,9.3,36.4,42.4,98,9.8,32.2
CEM41-Garbage Pit Rd,12/16/24,11.8,40.1,46.2,92,4.7,38.2
CAL204-Dog Valley,12/16/24,7.2,41.2,48.8,92,7.7,36.5
TRK7203-Northstar Golf Course,12/16/24,6.6,36,43,97,34.8,34.1
Hobart Sub,12/16/24,1.9,31.8,37.6,100,12.6,34.1
SRB51-Smithneck Rd,12/16/24,8.8,39.9,45,91,32.4,38.8
TRK7202-Cabin Tree,12/16/24,5.8,34,40.5,99,14.3,33.2
Muller1296-Emigrant Trail,12/16/24,13.4,44,53.9,89,15,32.9
STL3101 Ledge Ct.,12/16/24,7.2,36.3,41.6,97,7,34
TAH7300-Homewood,12/16/24,4.3,36.3,42.2,99,5.8,33.8
7400-Glenshire,12/16/24,2.1,33.5,40.7,97,2.8,34.6
MEY3300-Grass Lake Road,12/16/24,3.3,36.8,43.4,99,10.5,32.4
WSH201-Floriston,12/16/24,3.3,35.6,44.8,93,12.8,33
Washoe204-Fariad,12/16/24,12.4,41,48,93,29.7,34.9
MEY3400-Camp Richardson,12/16/24,8.2,38.4,46,100,7.8,35.9
MEY3500-STPD Office,12/16/24,2.8,37.5,42.8,98,8.6,36.4
621Line-I-80 Gravel Pit,12/16/24,3.6,31.7,40.8,96,5.5,34.4
7201-Alpine Meadows,12/16/24,5.8,35.4,41.5,100,18,33.3
MUL1296-Markleeville,12/16/24,6.4,41.8,50.4,94,9.6,35
TPZ1261-Eastside Lane,12/16/24,10.5,44.8,54.7,74,6.1,39
MEY3300-Tolteca,12/16/24,6.2,37.2,43.6,92,,
TAH-5201 Lake Forest,12/16/24,1.7,33.5,39.2,98,15.1,32.9
Tahoe-7300 Sugar Pine Point,12/16/24,1.6,34.1,39.1,98,14.4,33.4
SOK-257 Reno Park,12/16/24,14.6,39.4,46.8,97,8.2,34.6
SMP8700-Firecamp,12/16/24,1.6,30.6,37.6,98,,
TAH5201-Fairway,12/16/24,3.6,33.7,39.5,98,,
TPZ1261 Cunningham,12/16/24,8,41.4,56.9,83,,
MUL1296-Sorensens,12/16/24,3.9,34.9,42.9,94,,
POR32 4th Avenue,12/16/24,1.5,33.6,40.4,97,21.8,35.9
GLS7600-Walden,12/15/24,0.9,25.1,31,97,18.8,31.9
TAH7300-DL Bliss,12/15/24,1.3,26.5,40.2,97,4.6,32.7
MUL1296-Woodfords,12/15/24,2.9,29.8,38.3,81,1.7,38.7
BKY4201-Summit,12/15/24,1.2,,29.5,100,12.6,33.8
TPZ1261–Park Ranch,12/15/24,3.8,32.4,44.1,79,5.1,36.5
TPZ1261-Walker,12/15/24,3.4,29.1,38.6,71,10.2,40
Meyers3400-Uplands,12/15/24,4.5,29.5,39.5,90,8.6,35
111Line-Columbine Trail,12/15/24,0.4,24.4,39,92,4.7,32.4
POR31-Iron Horse,12/15/24,0.3,27.3,38.7,98,31.1,33
619Line-Sierra Valley West,12/15/24,1.7,23.9,30.9,97,,58.9
SQV8200-Squaw Valley,12/15/24,2.2,22.3,39.9,98,8,32.1
CEM41-Garbage Pit Rd,12/15/24,3.2,27.5,34.9,92,4.7,38.1
CAL204-Dog Valley,12/15/24,1.7,29.6,43.2,88,7.3,37.3
TRK7203-Northstar Golf Course,12/15/24,0.6,18.9,31,97,32.4,34.1
Hobart Sub,12/15/24,0.1,22.5,33.3,99,12.2,33.9
SRB51-Smithneck Rd,12/15/24,3.9,27.7,40.1,93,31.6,39
TRK7202-Cabin Tree,12/15/24,0.8,23.3,31.4,99,13.5,33.3
Muller1296-Emigrant Trail,12/15/24,5.1,30.8,39.7,75,8,31.6
STL3101 Ledge Ct.,12/15/24,2.1,27.4,40,94,3.3,34.1
TAH7300-Homewood,12/15/24,0.6,25.2,31.3,98,5.8,33.5
7400-Glenshire,12/15/24,0.3,21.2,32.9,96,2.6,34.4
MEY3300-Grass Lake Road,12/15/24,0.5,21.6,35.7,100,9.2,32.4
WSH201-Floriston,12/15/24,3.1,26.3,34.5,90,11.1,33.4
Washoe204-Fariad,12/15/24,4.9,29.1,40.8,88,26.7,35.3
MEY3400-Camp Richardson,12/15/24,1.1,24.3,31.3,100,7.7,35.7
MEY3500-STPD Office,12/15/24,0.4,24,39.4,94,8.4,36.8
621Line-I-80 Gravel Pit,12/15/24,0.5,20.6,31.9,96,4.9,34.5
7201-Alpine Meadows,12/15/24,1.3,24.1,32.2,100,17.9,33.3
MUL1296-Markleeville,12/15/24,0.2,24.7,42.6,91,6.3,35.5
TPZ1261-Eastside Lane,12/15/24,6.3,31,39.3,62,5.9,36.8
MEY3300-Tolteca,12/15/24,1.4,26.4,40.7,94,,
TAH-5201 Lake Forest,12/15/24,0.6,24.3,31.9,96,14.9,32.8
Tahoe-7300 Sugar Pine Point,12/15/24,0.3,24.9,31,98,12.8,33.4
SOK-257 Reno Park,12/15/24,3.3,29.2,34.8,90,8.1,35
SMP8700-Firecamp,12/15/24,0.1,22.3,31.9,96,,
TAH5201-Fairway,12/15/24,0.7,24.7,31.6,98,,
TPZ1261 Cunningham,12/15/24,2.9,29.3,41.4,79,,
MUL1296-Sorensens,12/15/24,1.7,16.7,29.8,94,,
POR32 4th Avenue,12/15/24,1.2,28.1,36.6,96,21,36.2
GLS7600-Walden,12/14/24,3.8,27.5,31,96,17.7,31.8
TAH7300-DL Bliss,12/14/24,6.3,26.9,31.6,97,4.6,32.8
MUL1296-Woodfords,12/14/24,11.6,33.6,40.7,96,1.6,40.1
BKY4201-Summit,12/14/24,3.8,26,29,100,12.6,33.7
TPZ1261–Park Ranch,12/14/24,9.3,39.9,50.4,94,4.9,40.2
TPZ1261-Walker,12/14/24,17.3,36.4,52.1,97,8.8,41.9
Meyers3400-Uplands,12/14/24,19.1,27.2,31.2,97,8.6,35
111Line-Columbine Trail,12/14/24,2.4,29.1,39.1,98,4.2,32.3
POR31-Iron Horse,12/14/24,0.7,31.5,33.8,98,31.7,32.8
619Line-Sierra Valley West,12/14/24,5.9,33.2,37.4,97,,58.9
SQV8200-Squaw Valley,12/14/24,5.5,28.7,31.4,98,6.9,32
CEM41-Garbage Pit Rd,12/14/24,11.4,34.6,39,94,4.7,39.4
CAL204-Dog Valley,12/14/24,6.7,35.8,40.8,95,7.3,38.3
TRK7203-Northstar Golf Course,12/14/24,8.8,29.8,33.2,99,31.5,33.9
Hobart Sub,12/14/24,1.4,29.9,32.3,100,11.9,33.6
SRB51-Smithneck Rd,12/14/24,8.5,33.3,37.6,95,30.8,39.9
TRK7202-Cabin Tree,12/14/24,6.5,28.5,31.3,98,13.8,33.2
Muller1296-Emigrant Trail,12/14/24,16.3,35.2,42.7,95,11,34.6
STL3101 Ledge Ct.,12/14/24,7,26.6,31.3,97,3.3,34.7
TAH7300-Homewood,12/14/24,3.7,28.9,32,98,5.8,33.1
7400-Glenshire,12/14/24,2.6,30.5,35.4,97,2.6,34
MEY3300-Grass Lake Road,12/14/24,2,27.6,31.7,100,8.8,32.4
WSH201-Floriston,12/14/24,5.8,33.2,39,94,9.6,34.3
Washoe204-Fariad,12/14/24,12.3,34.6,40,96,23.4,35.8
MEY3400-Camp Richardson,12/14/24,7.3,28.8,32,100,7.6,35.5
MEY3500-STPD Office,12/14/24,2.9,29.2,33.5,98,8.4,37.4
621Line-I-80 Gravel Pit,12/14/24,3.9,30.6,34.5,97,4.6,34.7
7201-Alpine Meadows,12/14/24,4.2,29.1,32.1,100,17.6,33.2
MUL1296-Markleeville,12/14/24,5.6,32.5,38.3,97,5.6,37
TPZ1261-Eastside Lane,12/14/24,15.2,35.8,48.3,96,5.6,40.4
MEY3300-Tolteca,12/14/24,2.1,27.8,32,93,,
TAH-5201 Lake Forest,12/14/24,2.6,29,31.9,98,14.7,32.6
Tahoe-7300 Sugar Pine Point,12/14/24,1.6,28.3,31.7,98,12.4,33.3
SOK-257 Reno Park,12/14/24,13.2,34,39.4,95,8,36.2
SMP8700-Firecamp,12/14/24,1.9,29.6,34.3,97,,
TAH5201-Fairway,12/14/24,4.3,29,31.6,97,,
TPZ1261 Cunningham,12/14/24,14.5,37.6,49.4,94,,
MUL1296-Sorensens,12/14/24,3,25.8,30.4,94,,
POR32 4th Avenue,12/14/24,1,32.3,35.7,97,19.4,37.1
GLS7600-Walden,12/13/24,3.2,29.2,34.8,93,16.3,31.7
TAH7300-DL Bliss,12/13/24,3.2,30.7,35.8,94,4.6,32.7
MUL1296-Woodfords,12/13/24,12.5,39.4,46.6,76,1.4,41.1
BKY4201-Summit,12/13/24,4.5,,30.8,99,12.6,33.6
TPZ1261–Park Ranch,12/13/24,6.2,44.4,54.9,75,4.8,41.1
TPZ1261-Walker,12/13/24,4.6,41.3,53.8,68,8.2,42.6
Meyers3400-Uplands,12/13/24,13.7,29.2,33.6,93,8.7,35
111Line-Columbine Trail,12/13/24,2.8,31.1,35.8,95,3.8,32.2
POR31-Iron Horse,12/13/24,1.7,32.6,39,98,24.1,32.8
619Line-Sierra Valley West,12/13/24,8.2,35.6,41.7,95,,58.9
SQV8200-Squaw Valley,12/13/24,9.9,31.2,35.6,88,6.4,31.9
CEM41-Garbage Pit Rd,12/13/24,10.3,37.6,44.9,83,4.7,40.4
CAL204-Dog Valley,12/13/24,7.7,39.7,44.9,73,7.3,38.3
TRK7203-Northstar Golf Course,12/13/24,7.4,32.8,38.3,94,23.7,34
Hobart Sub,12/13/24,2.3,30.7,37.2,98,11.8,33.4
SRB51-Smithneck Rd,12/13/24,10,36.8,44.4,77,27.2,41.3
TRK7202-Cabin Tree,12/13/24,3.9,29.5,34,95,14.1,33.1
Muller1296-Emigrant Trail,12/13/24,15.5,40.4,46.4,78,3.9,37.4
STL3101 Ledge Ct.,12/13/24,7.6,30.5,35.8,91,3.3,35.2
TAH7300-Homewood,12/13/24,3,31.5,36.2,93,5.8,32.7
7400-Glenshire,12/13/24,2.6,31.3,38.7,95,2.7,33.4
MEY3300-Grass Lake Road,12/13/24,2.8,31.8,37.2,93,8.8,32.4
WSH201-Floriston,12/13/24,6.5,36.1,44.2,91,8,36.1
Washoe204-Fariad,12/13/24,15.4,38.4,43.8,90,20.2,35.2
MEY3400-Camp Richardson,12/13/24,6.2,32.5,37.3,95,7.6,35.2
MEY3500-STPD Office,12/13/24,2.5,32.3,38,94,8.4,38.4
621Line-I-80 Gravel Pit,12/13/24,4.9,31.1,38.3,95,3.9,35.1
7201-Alpine Meadows,12/13/24,4.9,30,33.1,96,17.2,33.2
MUL1296-Markleeville,12/13/24,6.6,37.2,42.5,81,3.9,37.6
TPZ1261-Eastside Lane,12/13/24,10.5,42.5,52.1,65,5.4,43.8
MEY3300-Tolteca,12/13/24,6.4,30.2,35.3,90,,
TAH-5201 Lake Forest,12/13/24,1.9,30.4,35.5,95,14.5,32.5
Tahoe-7300 Sugar Pine Point,12/13/24,1.3,30.3,35.2,96,12.3,33.2
SOK-257 Reno Park,12/13/24,11.6,36.8,42.9,80,6.5,64.4
SMP8700-Firecamp,12/13/24,1.9,29.9,38.2,95,,
TAH5201-Fairway,12/13/24,3.2,30.3,34.9,92,,
TPZ1261 Cunningham,12/13/24,6.8,41.9,53.1,70,,
MUL1296-Sorensens,12/13/24,2.6,29.9,36.6,90,,
POR32 4th Avenue,12/13/24,2.7,32.7,40.8,96,19.1,38
GLS7600-Walden,12/12/24,2.3,29.4,37.9,94,14.8,31.4
TAH7300-DL Bliss,12/12/24,4.7,29.8,42.4,96,4.6,32.5
MUL1296-Woodfords,12/12/24,9.6,38.3,49.8,84,1.4,41
